====================== TABLE 1: ALPHABETICAL TICKER ORDER ======================

Symbol  | Trailing  Forward   Blended  | P/B Ratio  P/S Ratio | Final Value
---------------------------------------------------------------------------
A1CAP   |      3.56       N/A      3.56  |       0.79       0.26 |       0.4333
A1YEN   |     18.62       N/A     18.62  |       0.55       3.77 |       0.9242
AAGYO   |     88.50       N/A     88.50  |       0.69      11.82 |       3.2209
ACSEL   |      0.02       N/A      0.02  |       2.57       1.95 |       0.6832
ADEL    |       N/A       N/A       N/A  |       6.41       3.25 |       6.5320
ADESE   |      2.75       N/A      2.75  |       0.36       3.73 |       0.3424
ADGYO   |       N/A       N/A       N/A  |       1.85      35.29 |       4.6668
AEFES   |     14.54      0.70     10.39  |       1.06       0.51 |       0.8999
AFYON   |     21.90       N/A     21.90  |       0.69       1.35 |       1.0526
AGESA   |      7.36     13.83      9.30  |       4.34       0.93 |       1.7057
AGHOL   |       N/A      0.23       N/A  |       0.66       0.12 |       3.3047
AGROT   |       N/A       N/A       N/A  |       0.89       2.94 |       3.4892
AGYO    |     30.62       N/A     30.62  |       0.33        N/A |       1.2844
AHGAZ   |     28.28       N/A     28.28  |       1.81       1.64 |       1.8612
AHSGY   |      4.53       N/A      4.53  |       1.51      26.57 |       1.2031
AKBNK   |      6.39      4.41      5.79  |       1.32       1.91 |       0.7439
AKCNS   |     68.79      7.96     50.54  |       1.60       1.77 |       2.4033
AKENR   |       N/A       N/A       N/A  |       0.60       0.42 |       3.2772
AKFGY   |      6.20       N/A      6.20  |       0.30       6.17 |       0.4717
AKFIS   |    177.50       N/A    177.50  |       1.33       4.65 |       6.0452
AKFYE   |     20.26       N/A     20.26  |       0.44       4.53 |       0.9278
AKGRT   |      4.63      6.15      5.08  |       1.47       0.65 |       0.7094
AKHAN   |       N/A       N/A       N/A  |       1.77       1.19 |       3.9365
AKMGY   |     14.55       N/A     14.55  |       0.85       8.07 |       1.0590
AKSA    |     10.62     19.19     13.20  |       1.37       1.35 |       1.1702
AKSEN   |     13.80     14.90     14.13  |       1.58       2.55 |       1.3347
AKSGY   |      7.21       N/A      7.21  |       0.47       5.04 |       0.5691
AKSUE   |       N/A       N/A       N/A  |       3.29      36.03 |       5.4718
AKYHO   |       N/A       N/A       N/A  |       0.61       5.92 |       3.3951
ALARK   |     25.49      4.18     19.10  |       0.53       5.10 |       0.9576
ALBRK   |      2.46      4.37      3.04  |       0.69       0.78 |       0.3844
ALCAR   |       N/A       N/A       N/A  |       4.16       1.12 |       5.2496
ALCTL   |       N/A       N/A       N/A  |       2.01       1.28 |       4.0707
ALFAS   |    265.89       N/A    265.89  |       3.00       2.47 |       9.5186
ALGYO   |       N/A       N/A       N/A  |       0.47      14.35 |       3.4846
ALKA    |       N/A       N/A       N/A  |       3.13       2.50 |       4.7105
ALKIM   |       N/A       N/A       N/A  |     121.54       1.09 |      36.8782
ALKLC   |       N/A       N/A       N/A  |      14.58       7.46 |      10.2654
ALTNY   |    563.00       N/A    563.00  |       3.65       5.90 |      18.6854
ALVES   |     44.83       N/A     44.83  |       1.58       0.40 |       2.1946
ANELE   |       N/A       N/A       N/A  |      12.98       4.62 |       9.8069
ANGEN   |       N/A       N/A       N/A  |       1.32       3.13 |       3.7324
ANHYT   |      6.74      6.08      6.54  |       3.85       1.08 |       1.4077
ANSGR   |      4.53      0.99      3.47  |       1.57       0.57 |       0.6284
ARASE   |     24.81       N/A     24.81  |       1.31       0.83 |       1.4653
ARCLK   |       N/A      6.51       N/A  |       0.83       0.13 |       3.4013
ARDYZ   |     32.28       N/A     32.28  |       9.09       3.29 |       4.4265
ARENA   |       N/A       N/A       N/A  |       1.31       0.09 |       3.6641
ARFYE   |       N/A       N/A       N/A  |       2.74      12.59 |       4.6999
ARMGD   |     49.57       N/A     49.57  |       6.44       3.66 |       4.8912
ARSAN   |       N/A       N/A       N/A  |       0.53      41.60 |       4.0669
ARTMS   |     18.82       N/A     18.82  |       1.38       4.76 |       1.4075
ARZUM   |       N/A       N/A       N/A  |        N/A       0.27 |       8.4466
ASELS   |     49.61       N/A     49.61  |       5.72       8.70 |       4.7807
ASGYO   |      1.46       N/A      1.46  |       0.31      37.03 |       0.9127
ASTOR   |     33.54       N/A     33.54  |       7.22       7.65 |       4.1280
ASUZU   |     16.71       N/A     16.71  |       0.92       0.51 |       1.0063
ATAGY   |       N/A       N/A       N/A  |       0.77      12.92 |       3.6253
ATAKP   |       N/A       N/A       N/A  |       1.08       1.98 |       3.5757
ATATP   |      9.95       N/A      9.95  |       4.63       0.79 |       1.8161
ATATR   |     26.51       N/A     26.51  |       3.35       4.96 |       2.6532
ATEKS   |      1.69       N/A      1.69  |       0.44       4.32 |       0.3059
ATLAS   |      5.54       N/A      5.54  |       1.04       0.08 |       0.6210
ATSYH   |     31.74       N/A     31.74  |       6.84       8.17 |       3.9265
AVGYO   |       N/A       N/A       N/A  |       0.71       6.97 |       3.4711
AVHOL   |       N/A       N/A       N/A  |       1.63       3.36 |       3.9057
AVOD    |       N/A       N/A       N/A  |       0.89       0.66 |       3.4447
AVPGY   |     15.09       N/A     15.09  |       0.51       3.15 |       0.7902
AVTUR   |     12.23       N/A     12.23  |       0.58      28.49 |       1.2461
AYCES   |       N/A       N/A       N/A  |       3.22      39.93 |       5.5106
AYDEM   |       N/A      3.44       N/A  |       0.43       1.46 |       3.2051
AYEN    |     42.34       N/A     42.34  |       0.52       1.31 |       1.5582
AYES    |      5.46       N/A      5.46  |       1.85       0.47 |       0.8251
AYGAZ   |      9.00     15.18     10.86  |       0.64       0.62 |       0.6859
AZTEK   |       N/A       N/A       N/A  |       2.65       0.55 |       4.4107
BAGFS   |       N/A     27.87       N/A  |      49.56       0.83 |      18.8759
BAHKM   |       N/A       N/A       N/A  |       4.81       6.51 |       5.7191
BAKAB   |       N/A       N/A       N/A  |       1.30       0.60 |       3.6705
BALAT   |     36.05       N/A     36.05  |      17.02     377.19 |      14.1322
BALSU   |     23.32       N/A     23.32  |       3.47       1.22 |       2.3999
BANVT   |       N/A       N/A       N/A  |       1.53       0.55 |       3.7935
BARMA   |     78.98       N/A     78.98  |       3.98       4.78 |       4.6073
BASCM   |     23.90       N/A     23.90  |       1.19       0.83 |       1.3726
BASGZ   |     15.91       N/A     15.91  |       1.00       0.68 |       1.0299
BAYRK   |       N/A       N/A       N/A  |       4.92       5.00 |       5.7450
BEGYO   |       N/A       N/A       N/A  |       0.63      21.48 |       3.7163
BERA    |       N/A       N/A       N/A  |       0.34       0.57 |       3.1394
BESLR   |     17.54       N/A     17.54  |       0.49       0.28 |       0.7932
BESTE   |     28.92       N/A     28.92  |       1.17      14.70 |       1.7879
BEYAZ   |       N/A       N/A       N/A  |       1.93       0.13 |       4.0065
BFREN   |    114.12       N/A    114.12  |      23.77       5.43 |      13.4363
BIENY   |       N/A       N/A       N/A  |       0.59       0.65 |       3.2795
BIGCH   |    235.33       N/A    235.33  |       2.69       0.81 |       8.4199
BIGEN   |       N/A       N/A       N/A  |      13.83      40.94 |      10.7476
BIGTK   |    215.48       N/A    215.48  |       6.30      10.49 |      10.0132
BIMAS   |     20.55      6.94     16.46  |       2.32       0.59 |       1.6560
BINBN   |       N/A       N/A       N/A  |      11.10      39.90 |       9.8445
BINHO   |       N/A       N/A       N/A  |       1.03        N/A |       3.7070
BIOEN   |      4.90       N/A      4.90  |       3.35       3.17 |       1.2174
BIZIM   |       N/A       N/A       N/A  |      15.91       0.06 |      10.4502
BJKAS   |       N/A       N/A       N/A  |       2.08       1.41 |       4.1135
BLCYT   |     15.90       N/A     15.90  |       0.52       4.08 |       0.8325
BLUME   |   1609.00       N/A   1609.00  |       5.13      17.43 |      50.4953
BMSCH   |    240.33       N/A    240.33  |       1.01       0.63 |       7.6350
BMSTL   |       N/A       N/A       N/A  |      10.23       5.53 |       8.6797
BNTAS   |     22.82       N/A     22.82  |       0.91       1.17 |       1.1974
BOBET   |       N/A       N/A       N/A  |       1.06       0.65 |       3.5362
BORLS   |       N/A       N/A       N/A  |        N/A       0.72 |       8.4555
BORSK   |       N/A       N/A       N/A  |       0.77       1.11 |       3.3882
BOSSA   |     29.50       N/A     29.50  |       0.72       1.29 |       1.2885
BRISA   |       N/A      5.15       N/A  |       1.02       0.62 |       3.5139
BRKO    |       N/A       N/A       N/A  |       0.87      12.20 |       3.6630
BRKSN   |     23.21       N/A     23.21  |       0.91       0.89 |       1.1986
BRKVY   |     13.29       N/A     13.29  |       3.81       2.78 |       1.8691
BRLSM   |       N/A       N/A       N/A  |       2.63       0.82 |       4.4033
BRMEN   |       N/A       N/A       N/A  |      61.94       7.70 |      22.1085
BRSAN   |     43.63       N/A     43.63  |       2.02       1.02 |       2.4164
BRYAT   |     11.46       N/A     11.46  |       1.49     279.05 |       6.6941
BSOKE   |       N/A       N/A       N/A  |       4.49      10.49 |       5.6184
BTCIM   |       N/A       N/A       N/A  |       1.68       2.36 |       3.9137
BUCIM   |       N/A       N/A       N/A  |       0.54       0.71 |       3.2537
BULGS   |      5.70       N/A      5.70  |       2.18       8.04 |       1.0741
BURCE   |       N/A       N/A       N/A  |       3.25       5.05 |       4.8296
BURVA   |       N/A       N/A       N/A  |      76.51      32.17 |      26.2418
BVSAN   |       N/A       N/A       N/A  |       1.69       1.34 |       3.8976
BYDNR   |       N/A       N/A       N/A  |       2.09       0.76 |       4.1038
CANTE   |       N/A       N/A       N/A  |       0.44       2.05 |       3.2245
CASA    |       N/A       N/A       N/A  |       2.33      -1.06 |       4.4248
CATES   |      4.89       N/A      4.89  |       0.50       0.86 |       0.4350
CCOLA   |     13.17      8.87     11.88  |       2.79       1.21 |       1.4890
CELHA   |       N/A       N/A       N/A  |       1.34       3.45 |       3.7489
CEMAS   |       N/A       N/A       N/A  |       0.94       2.38 |       3.5061
CEMTS   |       N/A       N/A       N/A  |       0.73       0.81 |       3.3582
CEMZY   |       N/A       N/A       N/A  |       6.82      11.98 |       6.9316
CEOEM   |    264.20       N/A    264.20  |       2.62       1.25 |       9.2368
CGCAM   |     16.65       N/A     16.65  |       0.74       3.31 |       0.9634
CIMSA   |     13.37      7.98     11.76  |       1.30       0.99 |       1.0816
CLEBI   |     11.76    171.88     59.79  |       4.75       1.99 |       4.4113
CMBTN   |       N/A       N/A       N/A  |      12.16       0.66 |       9.5240
CMENT   |     35.55       N/A     35.55  |       1.44       1.52 |       1.8655
CONSE   |     19.36       N/A     19.36  |       0.91       1.36 |       1.0950
COSMO   |     22.57       N/A     22.57  |       6.04       1.48 |       2.9993
CRDFA   |     12.26       N/A     12.26  |       6.09      10.09 |       2.5168
CRFSA   |       N/A       N/A       N/A  |        N/A       0.23 |       8.4459
CUSAN   |       N/A       N/A       N/A  |       2.27       0.66 |       4.2050
CVKMD   |       N/A       N/A       N/A  |       5.52      17.86 |       6.3332
CWENE   |     15.31       N/A     15.31  |       2.45       2.27 |       1.6489
DAGI    |       N/A       N/A       N/A  |       1.98       1.03 |       4.0510
DAPGM   |     25.23       N/A     25.23  |       1.65       3.11 |       1.7127
DARDL   |       N/A       N/A       N/A  |       0.65       0.35 |       3.3081
DCTTR   |       N/A       N/A       N/A  |       1.76       3.29 |       3.9730
DENGE   |       N/A       N/A       N/A  |       1.05       2.42 |       3.5692
DERHL   |       N/A       N/A       N/A  |       1.52       0.61 |       3.7892
DERIM   |     21.41       N/A     21.41  |       2.75       0.47 |       2.0815
DESA    |      9.78       N/A      9.78  |       1.19       1.37 |       0.9577
DESPC   |       N/A       N/A       N/A  |       2.38       0.12 |       4.2544
DEVA    |       N/A       N/A       N/A  |       0.49       0.72 |       3.2254
DGATE   |     52.66       N/A     52.66  |      11.18       0.22 |       6.2074
DGGYO   |       N/A       N/A       N/A  |       0.87      11.25 |       3.6433
DGNMO   |       N/A       N/A       N/A  |       2.24       0.24 |       4.1794
DIRIT   |       N/A       N/A       N/A  |      16.12     117.88 |      12.8572
DITAS   |       N/A       N/A       N/A  |       2.57       2.14 |       4.3974
DMRGD   |    144.62       N/A    144.62  |       9.96      13.92 |      10.0083
DMSAS   |       N/A       N/A       N/A  |       1.41       0.63 |       3.7302
DNISI   |     65.82       N/A     65.82  |       1.77       5.02 |       3.0106
DOAS    |     13.59      1.68     10.02  |       0.59       0.16 |       0.6241
DOCO    |     22.70     28.08     24.31  |     264.86      52.38 |      68.8349
DOFER   |       N/A       N/A       N/A  |       1.14       0.25 |       3.5723
DOFRB   |    119.29       N/A    119.29  |      13.47      26.32 |      11.4407
DOGUB   |       N/A       N/A       N/A  |      59.03      56.12 |      22.3506
DOHOL   |     18.70    291.14    100.43  |       0.58       0.56 |       3.2833
DOKTA   |       N/A       N/A       N/A  |       1.17       0.54 |       3.5955
DSTKF   |    277.97       N/A    277.97  |      91.49     175.79 |      44.3736
DUNYH   |    156.11       N/A    156.11  |       2.80      31.24 |       6.7588
DURDO   |       N/A       N/A       N/A  |       2.66       1.02 |       4.4237
DURKN   |     54.32       N/A     54.32  |       1.15       2.64 |       2.2829
DYOBY   |       N/A       N/A       N/A  |       0.52       0.47 |       3.2352
DZGYO   |      7.02       N/A      7.02  |       0.54      29.67 |       1.0964
EBEBK   |     63.29       N/A     63.29  |       2.33       0.41 |       3.1516
ECILC   |       N/A       N/A       N/A  |       0.78       5.27 |       3.4767
ECOGR   |       N/A       N/A       N/A  |       1.21       3.50 |       3.6742
ECZYT   |       N/A       N/A       N/A  |       1.02        N/A |       3.7010
EDATA   |       N/A       N/A       N/A  |       8.54       3.41 |       7.7088
EDIP    |      4.43       N/A      4.43  |       0.35       3.14 |       0.3871
EFOR    |    703.50       N/A    703.50  |       5.87       2.34 |      23.9687
EGEEN   |     29.66       N/A     29.66  |       2.29       4.27 |       2.2156
EGEGY   |      4.93       N/A      4.93  |       2.41       1.30 |       0.9478
EGEPO   |   1890.00       N/A   1890.00  |       4.49       6.71 |      58.1945
EGGUB   |     13.93       N/A     13.93  |       1.16       2.82 |       1.1062
EGPRO   |     16.03       N/A     16.03  |       2.10       1.66 |       1.5962
EGSER   |       N/A       N/A       N/A  |     113.79       0.51 |      34.9290
EKDMR   |     45.50       N/A     45.50  |       1.24       0.97 |       2.0381
EKGYO   |    259.25   1037.00    492.57  |       0.55       0.83 |      14.8045
EKIZ    |       N/A       N/A       N/A  |       2.15       2.05 |       4.1624
EKOS    |       N/A       N/A       N/A  |       2.56       3.23 |       4.4131
EKSUN   |       N/A       N/A       N/A  |       1.60       0.37 |       3.8286
ELITE   |     25.03       N/A     25.03  |       1.96       1.80 |       1.8500
EMKEL   |     55.97       N/A     55.97  |       2.72       2.93 |       3.2018
EMNIS   |    248.39       N/A    248.39  |       4.65       2.02 |       9.9032
EMPAE   |       N/A       N/A       N/A  |       9.28       3.26 |       8.1105
ENDAE   |       N/A       N/A       N/A  |       0.66       5.82 |       3.4194
ENERY   |     15.24       N/A     15.24  |       1.63       2.72 |       1.4007
ENJSA   |     23.37     16.42     21.29  |       1.21       0.53 |       1.3016
ENKAI   |     14.50     24.31     17.44  |       1.42       3.38 |       1.3595
ENPRA   |       N/A       N/A       N/A  |      39.42      49.42 |      17.3134
ENSRI   |       N/A       N/A       N/A  |       2.28       7.89 |       4.3537
ENTRA   |       N/A       N/A       N/A  |       0.49       4.57 |       3.3035
EPLAS   |       N/A       N/A       N/A  |       0.30       0.47 |       3.1134
ERBOS   |       N/A       N/A       N/A  |       0.91       0.62 |       3.4525
ERCB    |       N/A       N/A       N/A  |       1.09       0.57 |       3.5496
EREGL   |    600.29      6.82    422.25  |       0.96       1.31 |      12.9711
ERSU    |       N/A       N/A       N/A  |       1.89       6.75 |       4.1177
ESCAR   |       N/A       N/A       N/A  |       3.22       5.91 |       4.8308
ESCOM   |      3.22       N/A      3.22  |       1.09       1.92 |       0.5181
ESEN    |       N/A       N/A       N/A  |       0.55       4.68 |       3.3365
ETILR   |       N/A       N/A       N/A  |       2.37        N/A |       4.4447
ETYAT   |       N/A       N/A       N/A  |      11.55      14.41 |       9.5827
EUHOL   |       N/A       N/A       N/A  |       2.82   -3671.22 |       4.6947
EUKYO   |       N/A       N/A       N/A  |       8.91      11.53 |       8.0714
EUPWR   |     67.08       N/A     67.08  |       4.37       3.54 |       4.4463
EUREN   |     23.53       N/A     23.53  |       0.83       1.18 |       1.1700
EUYO    |       N/A       N/A       N/A  |       4.30       5.83 |       5.4239
EYGYO   |       N/A       N/A       N/A  |       0.87       2.64 |       3.4710
FADE    |     40.35       N/A     40.35  |       0.69       1.20 |       1.5922
FENER   |       N/A       N/A       N/A  |       2.11       1.81 |       4.1395
FLAP    |       N/A       N/A       N/A  |       0.98       2.89 |       3.5385
FMIZP   |     41.96       N/A     41.96  |       6.46       6.11 |       4.4519
FONET   |     27.15       N/A     27.15  |       3.00       5.66 |       2.5614
FORMT   |       N/A       N/A       N/A  |       1.06       2.70 |       3.5806
FORTE   |      2.59       N/A      2.59  |       2.27       3.36 |       0.8017
FRIGO   |       N/A       N/A       N/A  |       0.62       1.33 |       3.3092
FRMPL   |     29.68       N/A     29.68  |       1.57       1.71 |       1.7711
FROTO   |      9.62      0.46      6.87  |       1.81       0.37 |       0.9051
FZLGY   |       N/A       N/A       N/A  |       4.21       6.01 |       5.3768
GARAN   |      4.91      4.07      4.66  |       1.28       1.60 |       0.6542
GARFA   |      4.82       N/A      4.82  |       1.93       3.05 |       0.8555
GATEG   |    887.10       N/A    887.10  |       8.18       6.79 |      30.7270
GEDIK   |     10.94       N/A     10.94  |       2.63       0.03 |       1.3660
GEDZA   |     85.72       N/A     85.72  |       1.27       1.31 |       3.2463
GENIL   |     66.86       N/A     66.86  |       3.58       2.02 |       3.9785
GENKM   |     39.37       N/A     39.37  |       1.38       1.79 |       1.9511
GENTS   |      8.72       N/A      8.72  |       1.34       0.91 |       0.9179
GEREL   |     30.61       N/A     30.61  |       4.91       6.16 |       3.3320
GESAN   |     30.26       N/A     30.26  |       2.10       1.45 |       2.0736
GIPTA   |      4.26       N/A      4.26  |       2.63       4.05 |       1.0141
GLBMD   |       N/A       N/A       N/A  |       2.84       0.06 |       4.5061
GLCVY   |     13.54       N/A     13.54  |       1.95       1.02 |       1.3841
GLRMK   |     16.72       N/A     16.72  |       2.94       1.21 |       1.8408
GLRYH   |      3.18       N/A      3.18  |       0.37       0.06 |       0.3003
GLYHO   |      6.79       N/A      6.79  |       2.22       1.27 |       1.0204
GMTAS   |       N/A       N/A       N/A  |        N/A        N/A |       8.6412
GOKNR   |     20.74       N/A     20.74  |       0.86       0.56 |       1.0942
GOLTS   |    496.92       N/A    496.92  |       0.59       0.86 |      14.9578
GOODY   |       N/A       N/A       N/A  |       1.97       0.18 |       4.0263
GOZDE   |       N/A       N/A       N/A  |       0.34   19684.86 |     396.8275
GRNYO   |       N/A       N/A       N/A  |       7.59       1.54 |       7.1441
GRSEL   |     15.78       N/A     15.78  |       2.51       2.70 |       1.7039
GRTHO   |     17.67       N/A     17.67  |       3.51       4.65 |       2.1133
GSDDE   |      9.09       N/A      9.09  |       0.67       3.06 |       0.6972
GSDHO   |     60.70       N/A     60.70  |       0.46       1.02 |       2.0592
GSRAY   |       N/A       N/A       N/A  |       0.87       0.87 |       3.4384
GUBRF   |     20.84   1267.86    394.95  |       4.19       2.61 |      13.9756
GUNDG   |       N/A       N/A       N/A  |      80.32      38.22 |      27.3139
GWIND   |     16.65       N/A     16.65  |       0.89       4.80 |       1.0736
GZNMI   |       N/A       N/A       N/A  |       3.09       1.25 |       4.6647
HALKB   |     10.30      9.72     10.13  |       1.38       1.85 |       1.0367
HATEK   |       N/A       N/A       N/A  |       0.64       1.07 |       3.3163
HATSN   |       N/A       N/A       N/A  |       1.98       2.73 |       4.0838
HDFGS   |      3.36       N/A      3.36  |       0.68       2.34 |       0.4334
HEDEF   |    264.48       N/A    264.48  |      75.28     174.62 |      39.4267
HEKTS   |       N/A       N/A       N/A  |       1.89       5.04 |       4.0824
HKTM    |       N/A       N/A       N/A  |       1.06       1.34 |       3.5510
HLGYO   |      2.81       N/A      2.81  |       0.41       2.30 |       0.3293
HOROZ   |       N/A       N/A       N/A  |       1.46       0.48 |       3.7512
HRKET   |       N/A       N/A       N/A  |       1.93       1.99 |       4.0437
HTTBT   |     29.24       N/A     29.24  |       3.75       6.57 |       2.9612
HUBVC   |       N/A       N/A       N/A  |       1.39      98.03 |       5.6663
HUNER   |       N/A       N/A       N/A  |       0.82       4.12 |       3.4758
HURGZ   |       N/A       N/A       N/A  |       1.67       3.30 |       3.9257
ICBCT   |     13.42       N/A     13.42  |       3.80       3.32 |       1.8848
ICUGS   |       N/A       N/A       N/A  |       3.35       7.12 |       4.9273
IDGYO   |     10.04       N/A     10.04  |       1.92      29.19 |       1.7142
IEYHO   |       N/A       N/A       N/A  |      36.69      41.67 |      16.4757
IHAAS   |       N/A       N/A       N/A  |      32.01      17.60 |      14.8261
IHEVA   |       N/A       N/A       N/A  |       0.36       0.20 |       3.1421
IHGZT   |      4.43       N/A      4.43  |       0.24       0.43 |       0.2705
IHLAS   |       N/A       N/A       N/A  |       0.64       0.21 |       3.2991
IHLGM   |      3.88       N/A      3.88  |       0.85       1.07 |       0.4840
IHYAY   |       N/A       N/A       N/A  |       1.14       0.22 |       3.5717
IMASM   |       N/A       N/A       N/A  |       0.91       1.02 |       3.4637
INDES   |     11.95       N/A     11.95  |       1.28       0.09 |       1.0596
INFO    |      5.79       N/A      5.79  |       2.09       0.32 |       0.9038
INGRM   |   3437.50       N/A   3437.50  |       4.96       0.34 |     103.8363
INTEK   |    469.41       N/A    469.41  |      12.28       4.23 |      20.6435
INTEM   |       N/A       N/A       N/A  |       5.32       2.56 |       5.9204
INVEO   |    279.00       N/A    279.00  |       0.81     -19.84 |       8.8501
INVES   |     40.50       N/A     40.50  |       5.26     108.51 |       6.1066
ISATR   |       N/A       N/A       N/A  |  293908.10  309667.78 |   79676.8512
ISBIR   |     93.20       N/A     93.20  |       0.31       0.25 |       2.9190
ISBTR   |       N/A       N/A       N/A  |   31468.95   33156.35 |    8536.8350
ISCTR   |      4.85      2.92      4.27  |       0.88       0.93 |       0.5146
ISDMR   |     25.40       N/A     25.40  |       1.13       1.33 |       1.3966
ISFIN   |      3.61       N/A      3.61  |       1.05       2.66 |       0.5507
ISGSY   |       N/A       N/A       N/A  |       0.98        N/A |       3.6817
ISGYO   |       N/A     60.42       N/A  |       0.46       8.67 |       3.3654
ISKPL   |     18.57       N/A     18.57  |       3.27       3.54 |       2.0902
ISKUR   | 10901162.00       N/A 10901162.00  |  222657.66        N/A |  443084.3248
ISMEN   |      8.02       N/A      8.02  |       1.73       0.03 |       0.9534
ISSEN   |       N/A       N/A       N/A  |       0.54       0.70 |       3.2544
ISYAT   |    117.14       N/A    117.14  |       2.56       1.35 |       4.8812
IZENR   |     45.45       N/A     45.45  |       1.44       2.87 |       2.1877
IZFAS   |       N/A       N/A       N/A  |      29.16      25.39 |      14.2691
IZINV   |    128.33       N/A    128.33  |       3.11      12.10 |       5.7248
IZMDC   |       N/A       N/A       N/A  |       0.69       0.22 |       3.3243
JANTS   |       N/A       N/A       N/A  |       1.56       1.76 |       3.8358
KAPLM   |       N/A       N/A       N/A  |       7.74       4.71 |       7.2920
KAREL   |       N/A       N/A       N/A  |       8.15       0.49 |       7.4312
KARSN   |     18.35       N/A     18.35  |       1.42       0.59 |       1.3350
KARTN   |       N/A       N/A       N/A  |       4.70       3.09 |       5.5900
KATMR   |     17.19       N/A     17.19  |       0.60       2.70 |       0.8873
KAYSE   |       N/A       N/A       N/A  |       0.14       0.67 |       3.0335
KBORU   |     26.78       N/A     26.78  |       3.13       2.73 |       2.5658
KCAER   |    124.42       N/A    124.42  |       2.09       1.23 |       4.8334
KCHOL   |     20.20      6.49     16.09  |       0.69       0.18 |       0.8554
KENT    |       N/A       N/A       N/A  |      16.49       7.51 |      10.7420
KERVN   |      2.04       N/A      2.04  |       0.95  -23579.90 |       0.5703
KFEIN   |       N/A       N/A       N/A  |       1.41       0.61 |       3.7267
KGYO    |       N/A       N/A       N/A  |       8.74       6.08 |       7.8712
KIMMR   |      5.69       N/A      5.69  |       0.87       0.26 |       0.5903
KLGYO   |       N/A       N/A       N/A  |       0.28       5.09 |       3.1979
KLKIM   |   1501.00       N/A   1501.00  |       1.94       1.31 |      45.2390
KLMSN   |       N/A       N/A       N/A  |       0.68       0.37 |       3.3197
KLNMA   |      9.90       N/A      9.90  |       2.65       5.34 |       1.4098
KLRHO   |    109.40       N/A    109.40  |       4.56      13.44 |       5.9964
KLSER   |       N/A       N/A       N/A  |       6.92       0.93 |       6.7663
KLSYN   |     17.46       N/A     17.46  |       1.74       3.17 |       1.5319
KLYPV   |       N/A       N/A       N/A  |       1.77       3.40 |       3.9843
KMPUR   |    111.71       N/A    111.71  |       2.41       0.70 |       4.6229
KNFRT   |       N/A       N/A       N/A  |       2.34       0.51 |       4.2367
KOCMT   |      8.00       N/A      8.00  |       0.72       0.55 |       0.6420
KONKA   |       N/A       N/A       N/A  |       0.68       1.87 |       3.3525
KONTR   |       N/A       N/A       N/A  |       0.62       0.24 |       3.2883
KONYA   |     70.83       N/A     70.83  |       3.98       3.01 |       4.3332
KOPOL   |       N/A       N/A       N/A  |       1.90       1.68 |       4.0209
KORDS   |       N/A     27.50       N/A  |       0.83       0.45 |       3.4042
KOTON   |      7.10       N/A      7.10  |       1.78       0.37 |       0.9130
KRDMA   |    160.00       N/A    160.00  |       4.78       0.75 |       7.3471
KRDMB   |    561.20     14.86    397.30  |      16.75       2.73 |      20.9536
KRDMD   |    163.76       N/A    163.76  |       4.89       0.74 |       7.5192
KRGYO   |     11.39       N/A     11.39  |       0.65       8.66 |       0.8681
KRONT   |     27.93       N/A     27.93  |       5.57       7.45 |       3.3480
KRPLS   |       N/A       N/A       N/A  |       1.83       0.82 |       3.9627
KRSTL   |      7.58       N/A      7.58  |       1.07       0.64 |       0.7699
KRTEK   |   1154.00       N/A   1154.00  |       0.48       0.56 |      34.2157
KRVGD   |     19.20       N/A     19.20  |       0.83       0.41 |       1.0287
KSTUR   |   9821.43       N/A   9821.43  |      13.74      25.51 |     296.9355
KTLEV   |    115.72       N/A    115.72  |      23.50      22.16 |      13.8069
KTSKR   |       N/A       N/A       N/A  |       0.81       3.31 |       3.4538
KUTPO   |   1465.83       N/A   1465.83  |      45.76       0.81 |      68.2968
KUVVA   |       N/A       N/A       N/A  |       9.10       4.93 |       8.0462
KUYAS   |     88.21       N/A     88.21  |      16.15      28.23 |      10.3111
KZBGY   |     12.80       N/A     12.80  |       0.43       6.32 |       0.7379
KZGYO   |       N/A       N/A       N/A  |       0.36        N/A |       3.3370
LIDER   |     13.26       N/A     13.26  |       7.02      36.56 |       3.3445
LIDFA   |      3.18       N/A      3.18  |       1.14       0.65 |       0.5048
LILAK   |     13.78       N/A     13.78  |       1.28       1.68 |       1.1424
LINK    |     17.80       N/A     17.80  |     324.09       4.33 |      82.2611
LKMNH   |     23.86       N/A     23.86  |       1.42       0.77 |       1.4969
LMKDC   |      9.03       N/A      9.03  |       1.65       1.64 |       1.0307
LOGO    |     19.03     10.41     16.44  |       2.62       2.19 |       1.7616
LRSHO   |       N/A       N/A       N/A  |       0.38       0.39 |       3.1583
LUKSK   |     58.83       N/A     58.83  |       1.81       6.34 |       2.8536
LXGYO   |       N/A       N/A       N/A  |       2.53       6.33 |       4.4566
LYDHO   |       N/A       N/A       N/A  |       9.42    1029.48 |      28.7112
LYDYE   |     11.88       N/A     11.88  |       7.96     510.11 |      12.9606
MAALT   |    300.00       N/A    300.00  |       2.04     218.71 |      14.3173
MACKO   |      8.60       N/A      8.60  |       4.13       3.38 |       1.6578
MAGEN   |       N/A       N/A       N/A  |       5.78      60.22 |       7.3222
MAKIM   |   1955.00       N/A   1955.00  |       1.77       1.53 |      58.5041
